user,service,value,contextValue,s
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq91
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq910
CuAgSlJwl,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq910
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq910
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq911
FmxgvxmU,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq911
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq911
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq912
5pVcV5V,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq912
5pVcV5V,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq912
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq913
D6F0qp7s7,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq913
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq913
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq914
d4guBrpB,cortado decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq914
d4guBrpB,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq914
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq915
93xlxT,cortado decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq915
93xlxT,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq915
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq916
FmxgvxmU,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq916
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq916
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq917
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq917
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq917
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq918
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq918
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq918
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq919
93xlxT,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq919
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq919
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq92
D6F0qp7s7,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq92
D6F0qp7s7,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq92
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq920
d4guBrpB,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq920
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq920
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq921
gKUuuzg9,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq921
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq921
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq922
D6F0qp7s7,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq922
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq922
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq923
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq923
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq923
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq924
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq924
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq924
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq925
CuAgSlJwl,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq925
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq925
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq926
FmxgvxmU,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq926
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq926
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq927
d4guBrpB,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq927
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq927
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq928
D6F0qp7s7,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq928
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq928
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq929
93xlxT,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq929
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq929
iia5SP5,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq93
iia5SP5,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq93
iia5SP5,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq93
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq930
FmxgvxmU,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq930
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq930
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq931
93xlxT,cortado decaffeinated,1.0,1,http://ontologies/interactioncontext#interactionseq931
93xlxT,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq931
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq932
gKUuuzg9,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq932
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq932
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq933
CuAgSlJwl,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq933
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq933
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq934
5pVcV5V,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq934
5pVcV5V,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq934
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq935
D6F0qp7s7,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq935
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq935
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq936
d4guBrpB,cortado decaffeinated,1.0,1,http://ontologies/interactioncontext#interactionseq936
d4guBrpB,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq936
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq937
gKUuuzg9,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq937
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq937
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq938
5pVcV5V,hazelnut_cappuccino,1.0,2,http://ontologies/interactioncontext#interactionseq938
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq938
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq939
d4guBrpB,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq939
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq939
OJwzAJ33l,long_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq94
OJwzAJ33l,long_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq94
OJwzAJ33l,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq94
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq940
CuAgSlJwl,milk_coffee,1.0,2,http://ontologies/interactioncontext#interactionseq940
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq940
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq941
FmxgvxmU,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq941
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq941
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq942
D6F0qp7s7,cortado,1.0,2,http://ontologies/interactioncontext#interactionseq942
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq942
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq943
93xlxT,chocolate,1.0,2,http://ontologies/interactioncontext#interactionseq943
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq943
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq944
CuAgSlJwl,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq944
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq944
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq945
gKUuuzg9,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq945
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq945
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq946
d4guBrpB,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq946
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq946
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq947
5pVcV5V,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq947
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq947
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq948
FmxgvxmU,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq948
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq948
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq949
D6F0qp7s7,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq949
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq949
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq95
IQtg13hB,expresso,1.0,0,http://ontologies/interactioncontext#interactionseq95
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq95
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq950
93xlxT,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq950
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq950
d4guBrpB,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq951
d4guBrpB,cortado decaffeinated,1.0,4,http://ontologies/interactioncontext#interactionseq951
d4guBrpB,cortado decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq951
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq952
FmxgvxmU,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq952
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq952
CuAgSlJwl,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq953
CuAgSlJwl,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq953
CuAgSlJwl,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq953
gKUuuzg9,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq954
gKUuuzg9,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq954
gKUuuzg9,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq954
5pVcV5V,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq955
5pVcV5V,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq955
5pVcV5V,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq955
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq956
D6F0qp7s7,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq956
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq956
93xlxT,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq957
93xlxT,cortado decaffeinated,1.0,4,http://ontologies/interactioncontext#interactionseq957
93xlxT,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq957
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq958
CuAgSlJwl,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq958
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq958
d4guBrpB,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq959
d4guBrpB,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq959
d4guBrpB,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq959
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq96
Vhpk5shpkk,decaffeinated,1.0,0,http://ontologies/interactioncontext#interactionseq96
Vhpk5shpkk,decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq96
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq960
gKUuuzg9,milk_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq960
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq960
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq961
FmxgvxmU,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq961
FmxgvxmU,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq961
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq962
5pVcV5V,hazelnut_cappuccino,1.0,0,http://ontologies/interactioncontext#interactionseq962
5pVcV5V,hazelnut_cappuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq962
D6F0qp7s7,cortado,1.0,administrative,http://ontologies/interactioncontext#interactionseq963
D6F0qp7s7,cortado,1.0,0,http://ontologies/interactioncontext#interactionseq963
D6F0qp7s7,cortado,1.0,t2,http://ontologies/interactioncontext#interactionseq963
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq964
93xlxT,chocolate,1.0,0,http://ontologies/interactioncontext#interactionseq964
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq964
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq965
FmxgvxmU,cortado,1.0,1,http://ontologies/interactioncontext#interactionseq965
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq965
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq966
CuAgSlJwl,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq966
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq966
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq967
gKUuuzg9,milk_coffee,1.0,1,http://ontologies/interactioncontext#interactionseq967
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq967
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq968
5pVcV5V,hazelnut_cappuccino,1.0,1,http://ontologies/interactioncontext#interactionseq968
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq968
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq969
93xlxT,chocolate,1.0,1,http://ontologies/interactioncontext#interactionseq969
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq969
FmxgvxmU,light_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq97
FmxgvxmU,light_coffee,1.0,0,http://ontologies/interactioncontext#interactionseq97
